customer_id,customer_type,primary_sales_channel,first_order_day_fk
K2292645885,B2C,Online,20160606
K2292693871,B2C,Online,20170405
K2292756766,B2C,Online,20170115
K2292913232,B2C,Online,20160102
K2293322654,B2C,Online,20170517
K2293354102,B2C,Online,20161017
K2293453935,B2C,Online,20170517
K2294563265,B2C,Online,20150804
K2295061889,B2C,Online,20170107
K2295599449,B2C,Online,20170105
K2295667884,B2C,Online,20170520
K229580140,B2C,Online,20160519
K2296049421,B2C,Online,20170122
K2297173301,B2C,Online,20170128
K2297958257,B2C,Online,20170106
K2298346930,B2C,Online,20170502
K2298721453,B2C,Online,20170103
K2299185528,B2C,Online,20170327
K2299656233,B2C,Online,20170502
K230019894,B2C,Online,20160705
K2300525743,B2C,Online,20170108
K2301009699,B2C,Online,20161129
K2301025940,B2C,Online,20161002
K2301389307,B2C,Online,20170422
K2301400909,B2C,Online,20170208
K2301459676,B2C,Online,20161128
K2301621340,B2C,Online,20170516
K2301734982,B2C,Online,20160205
K2301851978,B2C,Online,20161129
K2302275324,B2C,Online,20170103
K2303029166,B2C,Online,20160828
K2303143219,B2C,Online,20161209
K2303363009,B2C,Online,20151115
K2303502544,B2C,Online,20170106
K2304252525,B2C,Online,20160412
K2305756406,B2C,Online,20160115
K2307761762,B2C,Online,20170516
K2307804827,B2C,Online,20161212
K230792077,B2C,Online,20170501
K2308197499,B2C,Online,20170406
K2308505539,B2C,Online,20170630
K2308795672,B2C,Online,20160721
K2308918750,B2C,Online,20160530
K2309669764,B2C,Online,20161220
K2309913795,B2C,Online,20170110
K2309981244,B2C,Online,20170428
K2310413301,B2C,Online,20160708
K2310441940,B2C,Online,20161013
K2310501876,B2C,Online,20160801
K2311100832,B2C,Online,20170309
K2311150859,B2C,Online,20170425
K2311187753,B2C,Online,20160906
K2311652226,B2C,Online,20170507
K231176810,B2C,Online,20170401
K2311940620,B2C,Online,20170419
K2312325310,B2C,Online,20160208
K231243595,B2C,Online,20170404
K2312536513,B2C,Online,20160102
K2313320700,B2C,Online,20151124
K2314594856,B2C,Online,20160726
K231513217,B2C,Online,20160125
K2315186691,B2C,Online,20170126
K2315325248,B2C,Online,20170423
K231618626,B2C,Online,20170515
K2316658850,B2C,Online,20160223
K2317698628,B2C,Online,20161227
K2317840952,B2C,Online,20170331
K2317925678,B2C,Online,20170207
K2318131462,B2C,Online,20170122
K2318210172,B2C,Online,20170512
K2318345453,B2C,Online,20161028
K2318765114,B2C,Online,20160307
K2318878892,B2C,Online,20161222
K2318943494,B2C,Online,20170112
K2319787191,B2C,Online,20160720
K2320384120,B2C,Online,20170406
K2320424850,B2C,Online,20160803
K2321866166,B2C,Online,20170325
K232197562,B2C,Online,20170221
K232216282,B2C,Online,20170221
K2322996663,B2C,Online,20170521
K2323122568,B2C,Online,20170129
K232375930,B2C,Online,20170126
K2324614590,B2C,Online,20170103
K2324622040,B2C,Online,20170305
K2325152190,B2C,Online,20161119
K2325904699,B2C,Online,20170131
K2325949516,B2C,Online,20170131
K2325988145,B2C,Online,20170312
K232635429,B2C,Online,20170406
K2326417891,B2C,Online,20170224
K2326427462,B2C,Online,20141102
K2326458313,B2C,Online,20170516
K2326628880,B2C,Online,20161107
K2326853030,B2C,Online,20170125
K2326952467,B2C,Online,20151021
K2327128462,B2C,Online,20160805
K2327227345,B2C,Online,20170514
K2327329839,B2C,Online,20151227
K2328043131,B2C,Online,20170511
K2328254368,B2C,Online,20160803
K2328849345,B2C,Online,20170526
K2329455062,B2C,Online,20170410
K2329608180,B2C,Online,20160804
K2329673609,B2C,Online,20170214
K2329918194,B2C,Online,20170502
K2330090405,B2C,Online,20170517
K2331239812,B2C,Online,20170102
K2331672763,B2C,Online,20160420
K2332586561,B2C,Online,20170514
K233331919,B2C,Online,20170502
K2333369629,B2C,Online,20160805
K2333930084,B2C,Online,20170110
K2334258560,B2C,Online,20170515
K2334954031,B2C,Online,20160902
K2335244309,B2C,Online,20170214
K2335687267,B2C,Online,20161017
K2336070272,B2C,Online,20160601
K2336270161,B2C,Online,20160328
K2336610426,B2C,Online,20170113
K2336762963,B2C,Online,20170422
K2336798625,B2C,Online,20170119
K2337226222,B2C,Online,20170220
K2337388405,B2C,Online,20160314
K2337785122,B2C,Online,20170508
K2337809815,B2C,Online,20160113
K2338043505,B2C,Online,20160630
K2339095338,B2C,Online,20170511
K2339356536,B2C,Online,20170511
K2339919290,B2C,Online,20160523
K2340174254,B2C,Online,20170118
K2340253530,B2C,Online,20161206
K2340314919,B2C,Online,20161022
K2340434544,B2C,Online,20151102
K2341051268,B2C,Online,20160127
K2341809215,B2C,Online,20170124
K2341927391,B2C,Online,20170108
K2341987972,B2C,Online,20170110
K2343033022,B2C,Online,20170527
K234307389,B2C,Online,20170521
K234467042,B2C,Online,20160716
K2344824206,B2C,Online,20160422
K2345166202,B2C,Online,20160322
K2345369628,B2C,Online,20170103
K2345829956,B2C,Online,20170117
K2346880002,B2C,Online,20160427
K2346951601,B2C,Online,20170108
K2346962953,B2C,Online,20160811
K2347225107,B2C,Online,20161123
K2347260098,B2C,Online,20170113
K2347961398,B2C,Online,20161203
K2348338391,B2C,Online,20160822
K2348627043,B2C,Online,20170628
K2348667852,B2C,Online,20150603
K2349305226,B2C,Online,20160512
K2349816145,B2C,Online,20170116
K2350010640,B2C,Online,20160811
K2350742965,B2C,Online,20170222
K2350881036,B2C,Online,20170426
K2351206579,B2C,Online,20170105
K2353389623,B2C,Online,20160405
K2353827788,B2C,Online,20170217
K2354024199,B2C,Online,20170509
K2354195873,B2C,Online,20170106
K2354712152,B2C,Online,20170414
K2354869014,B2C,Online,20160629
K2355441175,B2C,Online,20170322
K2356532305,B2C,Online,20170425
K2356811457,B2C,Online,20170322
K2356942632,B2C,Online,20170203
K2357327567,B2C,Online,20170516
K235783455,B2C,Online,20161102
K2358273357,B2C,Online,20160518
K2358646290,B2C,Online,20170115
K2359206979,B2C,Online,20161207
K2359239466,B2C,Online,20170109
K2359571201,B2C,Online,20170123
K2359633009,B2C,Online,20170325
K235990042,B2C,Online,20170113
K236007750,B2C,Online,20170515
K2360243324,B2C,Online,20170122
K2360557245,B2C,Online,20170115
K2361667691,B2C,Online,20160703
K2361812587,B2C,Online,20170127
K2362173468,B2C,Online,20170103
K2362265409,B2C,Online,20170210
K2362267521,B2C,Online,20170110
K2362941547,B2C,Online,20170121
K2362981895,B2C,Online,20170430
K2363131679,B2C,Online,20170116
K2363216425,B2C,Online,20170112
K2363280588,B2C,Online,20170403
K2363907523,B2C,Online,20170102
K2363921193,B2C,Online,20161208
K2364043049,B2C,Online,20170125
K2364366444,B2C,Online,20170421
K2364736356,B2C,Online,20170502
K2364850309,B2C,Online,20170425
K236493884,B2C,Online,20160506
K2365245721,B2C,Online,20160124
K2365358813,B2C,Online,20161214
K236545992,B2C,Online,20160509
K2366049919,B2C,Online,20161201
K2366054818,B2C,Online,20151010
K2366134867,B2C,Online,20170404
K2366227316,B2C,Online,20160809
K2366350841,B2C,Online,20170508
K2366422534,B2C,Online,20161213
K236649365,B2C,Online,20161230
K2368189218,B2C,Online,20170111
K2368253591,B2C,Online,20170630
K2368490983,B2C,Online,20160129
K2368543442,B2C,Online,20150130
K2368840305,B2C,Online,20170116
K2369023408,B2C,Online,20160513
K2369197428,B2C,Online,20161003
K2369551182,B2C,Online,20160429
K2370275302,B2C,Online,20170209
K2370665877,B2C,Online,20170111
K2371231866,B2C,Online,20160219
K2371450498,B2C,Online,20161229
K2371546535,B2C,Online,20160828
K2371744416,B2C,Online,20170123
K2371795396,B2C,Online,20160625
K2371898790,B2C,Online,20161007
K2372345945,B2C,Online,20170107
K2372652395,B2C,Online,20170212
K2372952827,B2C,Online,20170417
K237312471,B2C,Online,20160115
K2373584506,B2C,Online,20160925
K2373750470,B2C,Online,20160529
K2373987204,B2C,Online,20161026
K2374596974,B2C,Online,20170124
K2374645034,B2C,Online,20170604
K2375363223,B2C,Online,20160419
K2375381106,B2C,Online,20161214
K2375475479,B2C,Online,20170319
K2376057614,B2C,Online,20170116
K2376324515,B2C,Online,20141010
K2376777797,B2C,Online,20160815
K2377161757,B2C,Online,20160830
K2378019179,B2C,Online,20170217
K2378316837,B2C,Online,20170214
K2378747235,B2C,Online,20170131
K2378781406,B2C,Online,20160808
K2380249422,B2C,Online,20160823
K2381021983,B2C,Online,20170422
K2381788042,B2C,Online,20170114
K2382159943,B2C,Online,20160706
K238266608,B2C,Online,20161109
K2382732051,B2C,Online,20160803
K2383464474,B2C,Online,20160922
K2383801329,B2C,Online,20170421
K2383895570,B2C,Online,20160322
K238390570,B2C,Online,20170510
K2384367073,B2C,Online,20170402
K2384484297,B2C,Online,20170117
K238483161,B2C,Online,20170202
K2384899263,B2C,Online,20170522
K2385650284,B2C,Online,20170118
K2385813930,B2C,Online,20170126
K2386114034,B2C,Online,20160809
K2386427126,B2C,Online,20170521
K2386950968,B2C,Online,20161203
K2387052586,B2C,Online,20160105
K2387191909,B2C,Online,20170106
K2387303540,B2C,Online,20160812
K2387816191,B2C,Online,20170117
K2388149670,B2C,Online,20160115
K2388237736,B2C,Online,20170127
K2388591188,B2C,Online,20170130
K2388855923,B2C,Online,20160701
K2388935540,B2C,Online,20161018
K2389741307,B2C,Online,20151221
K2389789716,B2C,Online,20160509
K2389955347,B2C,Online,20161004
K2391018932,B2C,Online,20160825
K2391058394,B2C,Online,20170617
K2391328220,B2C,Online,20170530
K2391385960,B2C,Online,20160319
K2392473319,B2C,Online,20161115
K2392796296,B2C,Online,20170202
K2393700826,B2C,Online,20170430
K2393816960,B2C,Online,20160829
K2394892493,B2C,Online,20170514
K2394938418,B2C,Online,20170520
K2395070434,B2C,Online,20170228
K2395103460,B2C,Online,20160505
K2395151827,B2C,Online,20170426
K2395839186,B2C,Online,20170617
K2396024024,B2C,Online,20170114
K2397095933,B2C,Online,20170102
K2397122392,B2C,Online,20161019
K2397750079,B2C,Online,20160815
K2397968910,B2C,Online,20151206
K2397973788,B2C,Online,20170328
K2399716417,B2C,Online,20161117
K2400648933,B2C,Online,20160327
K2400850580,B2C,Online,20170419
K2400932792,B2C,Online,20170122
K2400995894,B2C,Online,20170102
K2401012924,B2C,Online,20170621
K2401724058,B2C,Online,20170522
K2401813667,B2C,Online,20160331
K2401920136,B2C,Online,20170316
K2402294563,B2C,Online,20170305
K2402664183,B2C,Online,20170108
K2402804890,B2C,Online,20170309
K2402908872,B2C,Online,20170206
K2403666728,B2C,Online,20170626
K240377380,B2C,Online,20160329
K240393677,B2C,Online,20170115
K2404421870,B2C,Online,20161105
K2404437864,B2C,Online,20170503
K2404558811,B2C,Online,20170617
K2405406239,B2C,Online,20170123
K240642851,B2C,Online,20170108
K2406793143,B2C,Online,20170418
K2407617037,B2C,Online,20170405
K2408114891,B2C,Online,20170106
K2408160792,B2C,Online,20160731
K2408653020,B2C,Online,20170122
K2409057336,B2C,Online,20170131
K2409251427,B2C,Online,20160926
K2409756694,B2C,Online,20170416
K240984436,B2C,Online,20170517
K2410322046,B2C,Online,20161024
K2410563347,B2C,Online,20160826
K2411421664,B2C,Online,20161103
K2411698915,B2C,Online,20160706
K2411984316,B2C,Online,20160306
K2412427476,B2C,Online,20141215
K2413564158,B2C,Online,20170510
K2413910181,B2C,Online,20161030
K2414381342,B2C,Online,20160929
K241500099,B2C,Online,20160727
K241523893,B2C,Online,20160211
K2415298287,B2C,Online,20160315
K2415445301,B2C,Online,20170405
K2415529478,B2C,Online,20160710
K241584886,B2C,Online,20160324
K2416008393,B2C,Online,20161213
K2416389497,B2C,Online,20170222
K2416937763,B2C,Online,20170212
K2417104962,B2C,Online,20160817
K2417429457,B2C,Online,20161117
K2417850833,B2C,Online,20160207
K2418269249,B2C,Online,20170503
K2418426731,B2C,Online,20170122
K2419587356,B2C,Online,20161017
K2419602636,B2C,Online,20170106
K2419730323,B2C,Online,20170420
K2419813035,B2C,Online,20160904
K2420087481,B2C,Online,20151120
K2420111804,B2C,Online,20170203
K2420330023,B2C,Online,20161031
K2421116508,B2C,Online,20160817
K2421429863,B2B,Offline,20170307
K2421656453,B2C,Online,20170227
K242234702,B2C,Online,20170305
K2423018015,B2C,Online,20170207
K2423417861,B2C,Online,20170122
K2423717222,B2C,Online,20170423
K2423781905,B2C,Online,20170520
K2423986878,B2C,Online,20160120
K2424437402,B2C,Online,20170119
K2424446015,B2C,Online,20160806
K242451720,B2C,Online,20170108
K2424636893,B2C,Online,20170214
K2425075617,B2C,Online,20170105
K2425168340,B2C,Online,20160223
K2425186027,B2C,Online,20140916
K2425195949,B2C,Online,20170204
K2425197674,B2C,Online,20160615
K2425287203,B2C,Online,20170508
K2425379437,B2C,Online,20170113
K2425559498,B2C,Online,20160624
K2425717213,B2C,Online,20170505
K2426007849,B2C,Online,20160725
K2426659302,B2C,Online,20170604
K2426824743,B2C,Online,20160202
K2427122910,B2C,Online,20160429
K2428523514,B2C,Online,20160723
K2429010296,B2C,Online,20170101
K2429167706,B2C,Online,20170102
K2429223063,B2C,Online,20170119
K2429401189,B2C,Online,20170115
K2429818976,B2C,Online,20170510
K2430301400,B2C,Online,20170102
K2430525831,B2C,Online,20170427
K2430769006,B2C,Online,20161129
K2430804146,B2C,Online,20141013
K2431272023,B2C,Online,20170506
K2431316904,B2C,Online,20160709
K2431962053,B2C,Online,20170129
K2432068022,B2C,Online,20170124
K2432195177,B2C,Online,20170114
K2432289252,B2C,Online,20170104
K2432391669,B2C,Online,20161102
K2432697760,B2C,Online,20170106
K243355798,B2C,Online,20170322
K2433713574,B2C,Online,20170518
K2433860529,B2C,Online,20150111
K243429356,B2C,Online,20170517
K243432689,B2C,Online,20170324
K2434384740,B2C,Online,20170324
K2434416336,B2C,Online,20170118
K2434756170,B2C,Online,20170320
K2434771782,B2C,Online,20161109
K2434889454,B2C,Online,20160801
K2434943403,B2C,Online,20161027
K2435833864,B2C,Online,20170401
K2436302692,B2C,Online,20170426
K2436960569,B2C,Online,20170110
K243728111,B2C,Online,20160608
K2438972696,B2C,Online,20160202
K2439184752,B2C,Online,20170224
K2439375932,B2C,Online,20160802
K2439383658,B2C,Online,20161024
K2439684304,B2C,Online,20160517
K2440409086,B2C,Online,20151112
K2440464720,B2C,Online,20170105
K2440470868,B2C,Online,20160602
K2440780569,B2C,Online,20161116
K2440821602,B2C,Online,20160214
K2441622677,B2C,Online,20170105
K2442044208,B2C,Online,20170102
K2442786073,B2C,Online,20170113
K2443290379,B2C,Online,20160615
K2443599864,B2C,Online,20170103
K2443606774,B2C,Online,20160704
K244392978,B2C,Online,20170104
K2444024190,B2C,Online,20170127
K2444301256,B2C,Online,20160218
K2444685893,B2C,Online,20150906
K2445023721,B2C,Online,20170326
K2445128334,B2C,Online,20170402
K2445390335,B2C,Online,20170502
K2445728243,B2C,Online,20170104
K2445847374,B2C,Online,20170411
K2446270162,B2C,Online,20170104
K2446877681,B2C,Online,20160601
K244708155,B2C,Online,20161110
K2447257004,B2C,Online,20161228
K2447690361,B2C,Online,20170105
K2447925834,B2C,Online,20150204
K2447935331,B2C,Online,20160607
K244851736,B2C,Online,20170126
K2448555484,B2C,Online,20170409
K2448907672,B2C,Online,20140912
K2449609223,B2C,Online,20170524
K2450433252,B2C,Online,20170527
K2450988642,B2C,Online,20170310
K2453244074,B2C,Online,20170125
K2453296235,B2C,Online,20170405
K2453389352,B2C,Online,20170424
K2453639339,B2C,Online,20160707
K2453909994,B2C,Online,20160523
K2454097058,B2C,Online,20170101
K2454252469,B2C,Online,20161106
K245622530,B2C,Online,20160922
K2456456555,B2C,Online,20160629
K2456509897,B2C,Online,20160101
K245656164,B2C,Online,20170212
K2457063546,B2C,Online,20160710
K2457911722,B2C,Online,20160509
K2459198854,B2C,Online,20170212
K2459404487,B2C,Online,20170331
K2459566926,B2C,Online,20160226
K2459793071,B2C,Online,20170502
K2459853285,B2C,Online,20170131
K245987872,B2C,Online,20151103
K246016326,B2C,Online,20170404
K2463379273,B2C,Online,20170114
K2463534199,B2C,Online,20161021
K2463611379,B2C,Online,20160428
K2463669514,B2C,Online,20160904
K2463721269,B2C,Online,20170207
K2463768486,B2C,Online,20160104
K2464389199,B2C,Online,20161012
K2464441765,B2C,Online,20170206
K2464446564,B2C,Online,20161118
K2464909834,B2C,Online,20170127
K2465219596,B2C,Online,20170105
K2465236605,B2C,Online,20170422
K2465454219,B2C,Online,20160122
K246548307,B2C,Online,20151118
K24664298,B2C,Online,20151227
K246665110,B2C,Online,20170318
K2466763190,B2C,Online,20170117
K246681488,B2C,Online,20161205
K2468925959,B2C,Online,20170515
K2468951537,B2C,Online,20170101
K2469870340,B2C,Online,20170111
K2470044715,B2C,Online,20160614
K2470242914,B2C,Online,20161108
K2470575050,B2C,Online,20161123
K2470958005,B2C,Online,20170204
K2471244259,B2C,Online,20170122
K2471455227,B2C,Online,20170315
K2472867280,B2C,Online,20160804
K2473288622,B2C,Online,20161104
K2474069254,B2C,Online,20160917
K2475348413,B2C,Online,20161212
K2475530501,B2C,Online,20170408
K2475619833,B2C,Online,20161209
K2475911379,B2C,Online,20160103
K2476393106,B2C,Online,20161011
K2477128031,B2C,Online,20170111
K2477559045,B2C,Online,20160610
K2477905049,B2C,Online,20170123
K2480342981,B2C,Online,20160731
K2480523894,B2C,Online,20170303
K2480649256,B2C,Online,20170102
K248082017,B2C,Online,20170109
K2481210065,B2C,Online,20170512
K2481375798,B2C,Online,20170113
K2481770772,B2C,Online,20170124
K2481915082,B2C,Online,20160730
K2481977628,B2C,Online,20161017
K2482109248,B2C,Online,20170517
K248239180,B2C,Online,20161223
K2482965817,B2C,Online,20170503
K2483668660,B2C,Online,20160801
K2483826606,B2C,Online,20160712
K248480685,B2C,Online,20170117
K2485289654,B2C,Online,20170119
K2485326812,B2C,Online,20170125
K2485642150,B2C,Online,20170402
K2485856170,B2C,Online,20170524
K2485911399,B2C,Online,20170420
K2486361135,B2C,Online,20170424
K2486758548,B2C,Online,20170524
K248705258,B2C,Online,20170509
K2487328270,B2C,Online,20160401
K2487673788,B2C,Online,20170119
K2488062890,B2C,Online,20160808
K2488346614,B2C,Online,20160704
K2488359798,B2C,Online,20161203
K248867963,B2C,Online,20170507
K2488741838,B2C,Online,20170103
K2489095799,B2C,Online,20170103
K2489365187,B2C,Online,20170110
K2489489105,B2C,Online,20170202
K248970776,B2C,Online,20170201
K2489803837,B2C,Online,20170121
K2490155901,B2C,Online,20170504
K249055494,B2C,Online,20160523
K2490740524,B2C,Online,20170110
K249111583,B2C,Online,20170123
K2491222986,B2C,Online,20160928
K2491715507,B2C,Online,20140923
K2492011320,B2C,Online,20170515
K2492017200,B2C,Online,20170124
K2492188511,B2C,Online,20160725
K2493308098,B2C,Online,20160210
K2493930468,B2C,Online,20170107
K2494377282,B2C,Online,20170115
K2494631362,B2C,Online,20170109
K2495383241,B2C,Online,20160811
K2495809696,B2C,Online,20170128
K2495998867,B2C,Online,20160417
K2496876550,B2C,Online,20160211
K2497093330,B2C,Online,20160808
K2497898218,B2C,Online,20151230
K2497948021,B2C,Online,20170410
K249834327,B2C,Online,20161124
K2499716854,B2C,Online,20170122
K2500367746,B2C,Online,20160509
K2500409159,B2C,Online,20170329
K2500499633,B2C,Online,20170122
K2500971718,B2C,Online,20170404
K2501564137,B2C,Online,20170406
K2501950108,B2C,Online,20160912
K2502953308,B2C,Online,20170126
K2503011580,B2C,Online,20170304
K2503187974,B2C,Online,20170117
K2503913263,B2C,Online,20170126
K2504202334,B2C,Online,20161111
K2505668740,B2C,Online,20161107
K2505735319,B2C,Online,20170515
K2508260367,B2C,Online,20170105
K2508696780,B2C,Online,20170516
K2508698328,B2C,Online,20160506
K2510749742,B2C,Online,20170225
K2511289630,B2C,Online,20170409
K2511670648,B2C,Online,20160120
K2512143439,B2C,Online,20170108
K2512451087,B2C,Online,20161102
K2512728343,B2C,Online,20170424
K2512977186,B2C,Online,20170410
K2513504972,B2C,Online,20170214
K2513571023,B2C,Online,20170618
K2513898417,B2C,Online,20170412
K2513990288,B2C,Online,20170226
K2514117686,B2C,Online,20170505
K2516120747,B2C,Online,20170331
K2516189518,B2C,Online,20160202
K2516437014,B2C,Online,20170518
K2516478645,B2C,Online,20170101
K2516805003,B2C,Online,20160728
K2516852599,B2C,Online,20170222
K2517195155,B2C,Online,20160208
K2517584992,B2C,Online,20170607
K2517865425,B2C,Online,20170423
K2518042404,B2C,Online,20160618
K2518095924,B2C,Online,20160129
K251809681,B2C,Online,20170106
K2519205850,B2C,Online,20170501
K2519249287,B2C,Online,20161029
K2519279484,B2C,Online,20160731
K2519594398,B2C,Online,20170405
K2519605253,B2C,Online,20170626
K2520218041,B2C,Online,20170427
K2520399976,B2C,Online,20170226
K2520849788,B2C,Online,20160908
K2520865258,B2C,Online,20170516
K2521027798,B2C,Online,20170314
K2521191006,B2C,Online,20170107
K2521806151,B2C,Online,20170222
K2524130911,B2C,Online,20170428
K2524360672,B2C,Online,20160613
K2524391449,B2C,Online,20170204
K2524730932,B2C,Online,20160824
K2524976300,B2C,Online,20170105
K2525079725,B2C,Online,20161216
K2525191716,B2C,Online,20150114
K2525434282,B2C,Online,20170102
K2525493143,B2C,Online,20170418
K2526384594,B2C,Online,20170504
K2526440817,B2C,Online,20170322
K2526722072,B2C,Online,20160809
K2526754544,B2C,Online,20170221
K2527072141,B2C,Online,20170116
K2527142805,B2C,Online,20160824
K2527247192,B2C,Online,20170214
K2527974057,B2C,Online,20170103
K2528206799,B2C,Online,20170113
K2528363334,B2C,Online,20170406
K2529001245,B2C,Online,20160310
K2529201873,B2C,Online,20170404
K2529741158,B2C,Online,20170511
K2530026352,B2C,Online,20161204
K2531923466,B2C,Online,20170502
K2532063329,B2C,Online,20170609
K2532642842,B2C,Online,20170127
K2532648214,B2C,Online,20170509
K2534775596,B2C,Online,20160124
K2534876071,B2C,Online,20170515
K2536033744,B2C,Online,20160710
K2536979080,B2C,Online,20160927
K2537176995,B2C,Online,20160919
K2537501796,B2C,Online,20170131
K2537851805,B2C,Online,20161105
K2538376866,B2C,Online,20170106
K2538690640,B2C,Online,20161206
K2539085481,B2C,Online,20170203
K2539338312,B2C,Online,20170108
K2539432800,B2C,Online,20170212
K254012772,B2C,Online,20170208
K2540365578,B2C,Online,20160510
K2540447064,B2C,Online,20160809
K2540553678,B2C,Online,20161123
K2541222487,B2C,Online,20170523
K2541251913,B2C,Online,20160503
K254162980,B2C,Online,20161118
K2541729417,B2C,Online,20170324
K2541814914,B2C,Online,20170402
K2542360693,B2C,Online,20170224
K2543053737,B2C,Online,20170504
K2543063212,B2C,Online,20170429
K2543194321,B2C,Online,20160526
K2543309152,B2C,Online,20170129
K2543855437,B2C,Online,20170503
K2544131573,B2C,Online,20170603
K2544383503,B2C,Online,20160615
K2544455277,B2C,Online,20170123
K2544521893,B2C,Online,20170520
K2545371671,B2C,Online,20161101
K2545501978,B2C,Online,20160804
K2545914754,B2C,Online,20161219
K2545974598,B2C,Online,20170128
K2546155720,B2C,Online,20170428
K2546323282,B2C,Online,20170412
K2546329090,B2C,Online,20170108
K2546467437,B2C,Online,20170111
K2546563697,B2C,Online,20160726
K2546875719,B2C,Online,20170201
K2546984411,B2C,Online,20170309
K254720419,B2C,Online,20170603
K254724803,B2C,Online,20170217
K2547267266,B2C,Online,20160704
K2549931613,B2C,Online,20151216
K2549950624,B2C,Online,20170129
K2550158489,B2C,Online,20160519
K2550275451,B2C,Online,20161125
K2550325261,B2C,Online,20170430
K255119563,B2C,Online,20160711
K2551221978,B2C,Online,20150224
K2551236852,B2C,Online,20160206
K2551394385,B2C,Online,20170122
K255167570,B2C,Online,20160516
K255207757,B2C,Online,20170323
K2552198384,B2C,Online,20160618
K2552239376,B2C,Online,20170503
K2552327551,B2C,Online,20160808
K2552671761,B2C,Online,20160615
K2552977595,B2C,Online,20170218
K2553292265,B2C,Online,20160727
K2553566309,B2C,Online,20170105
K2553652586,B2C,Online,20170325
K2553749263,B2C,Online,20170119
K2554034898,B2C,Online,20170618
K2554900183,B2C,Online,20170518
K2554977159,B2C,Online,20170216
K2555044992,B2C,Online,20170108
K255512636,B2C,Online,20170112
K2555418923,B2C,Online,20160718
K2555644376,B2C,Online,20170209
K2555753584,B2C,Online,20170126
K2556157,B2C,Online,20170221
K2556721881,B2C,Online,20160124
K2556790081,B2C,Online,20160605
K2557748426,B2C,Online,20170208
K2558421654,B2C,Online,20160910
K2559056564,B2C,Online,20151213
K2560059231,B2C,Online,20151220
K2561810345,B2C,Online,20161004
K2562656996,B2C,Online,20170313
K2562708099,B2C,Online,20170120
K2563064158,B2C,Online,20170123
K2563467118,B2C,Online,20160921
K2563764009,B2C,Online,20160714
K2564189616,B2C,Online,20170502
K2564313737,B2C,Online,20160428
K2564421262,B2C,Online,20160613
K256445091,B2C,Online,20161028
K2564457470,B2C,Online,20170304
K2564595435,B2C,Online,20170429
K2565351754,B2C,Online,20150720
K2565546792,B2C,Online,20170125
K2566319611,B2C,Online,20170323
K2566859412,B2C,Online,20161123
K2567050041,B2C,Online,20170121
K2567058890,B2C,Online,20170404
K2567387631,B2C,Online,20160729
K256781722,B2C,Online,20151204
K2567964009,B2C,Online,20160301
K2568212019,B2C,Online,20170102
K2568350204,B2C,Online,20170413
K2568574195,B2C,Online,20170611
K2568804377,B2C,Online,20170111
K2569069468,B2C,Online,20170130
K2569144839,B2C,Online,20160525
K2569485329,B2C,Online,20160825
K2569758209,B2C,Online,20160120
K2569957216,B2C,Online,20161102
K2570537091,B2C,Online,20160904
K2570575852,B2C,Online,20161125
K2570694388,B2C,Online,20170516
K2570744854,B2C,Online,20170401
K2570835884,B2C,Online,20170205
K2570898351,B2C,Online,20170123
K2571654019,B2C,Online,20170520
K2572479919,B2C,Online,20160308
K2572569010,B2C,Online,20170109
K257295162,B2C,Online,20160330
K2575111549,B2C,Online,20170427
K2575753521,B2C,Online,20160819
K2575848264,B2C,Online,20170127
K2576888584,B2C,Online,20161117
K2577439949,B2C,Online,20170129
K2577508366,B2C,Online,20160814
K2578184987,B2C,Online,20150817
K2578558325,B2C,Online,20170102
K2579370217,B2C,Online,20161219
K2579494935,B2C,Online,20170119
K2579684816,B2C,Online,20160628
K2579712362,B2C,Online,20161004
K2580597851,B2C,Online,20160515
K2581105661,B2C,Online,20170403
K2581165557,B2C,Online,20170201
K2581544518,B2C,Online,20161218
K2582140764,B2C,Online,20170419
K2582297048,B2C,Online,20170318
K2582340535,B2C,Online,20151104
K2582515965,B2C,Online,20170327
K2582786553,B2C,Online,20170103
K2583200646,B2C,Online,20170405
K2583249990,B2C,Online,20170506
K2583293090,B2C,Online,20160502
K2583714157,B2C,Online,20170502
K2584430246,B2C,Online,20170118
K2584662401,B2C,Online,20170508
K2584777798,B2C,Online,20170213
K2585169958,B2C,Online,20160608
K2585465355,B2C,Online,20161117
K2586025073,B2C,Online,20170112
K258607275,B2C,Online,20170106
K2586413923,B2C,Online,20160318
K258670632,B2C,Online,20170114
K2586711752,B2C,Online,20160317
K2587289731,B2C,Online,20161107
K2588029738,B2C,Online,20170115
K2588192929,B2C,Online,20161211
K2588348745,B2C,Online,20160702
K2588427106,B2C,Online,20160714
K258862564,B2C,Online,20161221
K2588650737,B2C,Online,20170102
K2588950757,B2C,Online,20161019
K2589901765,B2C,Online,20151130
K2590193978,B2C,Online,20170104
K2590469610,B2C,Online,20160624
K259066013,B2C,Online,20161125
K2590679721,B2C,Online,20170320
K2590971521,B2C,Online,20160819
K2591171158,B2C,Online,20160726
K2592227376,B2C,Online,20161212
K2592406843,B2C,Online,20170216
K2592521670,B2C,Online,20170411
K2592571994,B2C,Online,20161220
K2593941868,B2C,Online,20170117
K2594282506,B2C,Online,20170421
K2594557669,B2C,Online,20170110
K2594662504,B2C,Online,20170320
K2594874934,B2C,Online,20170601
